site_id,network,longitude,latitude,in_kfold_shallow,in_kfold_middle,oos_shallow,oos_middle,fully_oos
SCAN:2012,SCAN,-81.63333,29.1,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2009,SCAN,-84.41667000000001,30.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE
1021,USCRN,-113.55,43.46,TRUE,FALSE,FALSE,TRUE,FALSE
1022,USCRN,-116.75,43.2,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:978,SNTL,-116.09685000000002,43.76377,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:550,SNTL,-115.44322,44.05092,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:484,SNTL,-111.6012,42.05050000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:490,SNTL,-114.71363,43.87496999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:537,SNTL,-114.15894,43.71077,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:623,SNTL,-116.26643,47.15044999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:989,SNTL,-116.8535,46.805,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:645,SNTL,-116.23055,48.05726,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:654,SNTL,-116.55925000000002,42.6004,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:2029,SNTL,-116.8431,43.28863,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:735,SNTL,-114.63333,46.46633,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:747,SNTL,-115.74216,46.56603,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:749,SNTL,-111.68792,43.2103,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:926,SNTL,-113.83402,43.72718,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:774,SNTL,-116.90037,42.76478,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:979,SNTL,-116.3366,44.37665,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:867,SNTL,-112.47783,42.75743,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:871,SNTL,-115.00278,42.01257,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:306,SNTL,-115.23907,43.7569,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:312,SNTL,-115.23447,44.30342,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:320,SNTL,-113.93797000000001,43.74367,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:359,SNTL,-114.19272,42.16442,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:895,SNTL,-114.41812,43.7685,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:752,SNTL,-116.33972,46.95028,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:424,SNTL,-111.99384,44.437000000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:425,SNTL,-115.28903,46.56394,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:450,SNTL,-114.67417000000002,43.602500000000006,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:466,SNTL,-116.12233,46.83998,FALSE,TRUE,TRUE,FALSE,FALSE
SNTL:836,SNTL,-114.5056,46.1438,FALSE,TRUE,TRUE,FALSE,FALSE
SNTL:1053,SNTL,-116.46312,48.72263,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:546,SNTL,-111.38512,44.4203,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:493,SNTL,-111.1663,42.4132,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:674,SCAN,-115.99643000000002,43.32268,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1142,SNTL,-115.7957,46.49597,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:524,SNTL,-113.4723,44.01897,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1081,SNTL,-117.03667000000002,47.855830000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2148,SCAN,-117.0106,42.94863000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:610,SNTL,-114.28662,42.18072,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1016,SNTL,-116.08878,44.78835000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:770,SNTL,-111.35933,42.952749999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:805,SNTL,-113.96887,43.626,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:792,SNTL,-114.20902,43.861169999999994,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:803,SNTL,-115.82422,47.55545000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1231,USCRN,-100.96,38.87,TRUE,TRUE,FALSE,FALSE,FALSE
1047,USCRN,-96.6,39.10000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2092,SCAN,-97.0859,37.1313,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2094,SCAN,-96.1629,39.70045,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2147,SCAN,-95.19128,39.05140999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2093,SCAN,-99.32953,39.78638000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2049,SCAN,-76.85,39.01667,TRUE,TRUE,FALSE,FALSE,FALSE
1347,USCRN,-79.09,35.97,TRUE,TRUE,FALSE,FALSE,FALSE
1026,USCRN,-82.61,35.49,TRUE,TRUE,FALSE,FALSE,FALSE
1027,USCRN,-82.55,35.41,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2008,SCAN,-76.65,35.86667,TRUE,TRUE,FALSE,FALSE,FALSE
1030,USCRN,-79.36,33.15,TRUE,TRUE,FALSE,FALSE,FALSE
1029,USCRN,-81.32,33.35,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2037,SCAN,-79.73333,34.3,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2038,SCAN,-81.2,32.666669999999996,TRUE,TRUE,FALSE,FALSE,FALSE
1467,USCRN,-117.52,47.41,TRUE,TRUE,FALSE,FALSE,FALSE
1017,USCRN,-121.44,48.540000000000006,TRUE,TRUE,FALSE,FALSE,FALSE
1233,USCRN,-123.81,47.51,TRUE,FALSE,FALSE,TRUE,FALSE
SNTL:990,SNTL,-121.2555,48.8793,FALSE,TRUE,TRUE,FALSE,FALSE
SNTL:1080,SNTL,-121.19713,48.92755,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1107,SNTL,-123.45747,47.7086,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:942,SNTL,-121.94032,47.0444,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2198,SCAN,-117.08008,46.78372999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:515,SNTL,-120.6586,48.72047,FALSE,FALSE,TRUE,TRUE,TRUE
SCAN:2021,SCAN,-118.56667,47,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:999,SNTL,-121.69822999999998,48.76292000000001,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:644,SNTL,-119.08158000000002,48.36166,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:707,SNTL,-117.08938,47.87927,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:711,SNTL,-120.7358,48.51865,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:728,SNTL,-119.8383,48.65518000000001,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:734,SNTL,-121.06323,47.38485,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:1085,SNTL,-121.5343,46.86954,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:897,SNTL,-121.47197,47.28312,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1159,SNTL,-118.98640000000002,48.9516,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:599,SNTL,-121.08095000000002,46.3575,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:679,SNTL,-121.74765,46.78265,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:985,SNTL,-117.39438,46.23718000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:974,SNTL,-123.42594,47.94485000000001,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:832,SNTL,-120.29412,47.23328,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2042,SCAN,-73.03834000000002,43.05753,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2041,SCAN,-72.83451,44.53509,TRUE,TRUE,FALSE,FALSE,FALSE
1507,USCRN,-112.54,41.60999999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2138,SCAN,-109.36429,37.67455,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:992,SNTL,-110.8277,40.8852,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1214,SNTL,-112.25233,40.46182,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1162,SNTL,-110.5828,40.95813999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2135,SCAN,-112.4336,41.93531,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1154,SNTL,-112.85674,37.67994,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:368,SNTL,-110.58587,40.58102,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1192,SNTL,-110.66068,40.84456,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1153,SNTL,-109.44717,37.86943,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2151,SCAN,-111.18798,41.34363,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2136,SCAN,-111.98043,41.81568,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2161,SCAN,-113.12341,37.35524000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2150,SCAN,-111.3036,41.33136,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2125,SCAN,-112.25122,38.15133,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1236,SNTL,-110.37906,39.65795,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:432,SNTL,-111.08993,40.35746999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:455,SNTL,-111.5377,41.41288999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2130,SCAN,-109.17193,37.77853,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1163,SNTL,-110.54056,40.88472,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2128,SCAN,-113.64324,37.63343,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2126,SCAN,-111.57803,39.36798,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:474,SNTL,-111.80975,40.97462,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1151,SNTL,-113.41154,41.91562,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:495,SNTL,-111.68333,38.80033999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1184,SNTL,-111.68892,38.7882,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2165,SCAN,-114.00025,39.99003,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2152,SCAN,-112.39258,40.590889999999995,TRUE,FALSE,FALSE,TRUE,FALSE
SCAN:2131,SCAN,-110.16264,39.01825,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2160,SCAN,-113.82048,41.77846,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2164,SCAN,-113.75102,38.59445,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2166,SCAN,-109.23998,38.31347,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1223,SNTL,-111.35971,40.18538000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2127,SCAN,-112.40155,39.192159999999994,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1145,SNTL,-111.41249,41.24764,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:557,SNTL,-112.39273,38.48383,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:566,SNTL,-110.43316,40.59709,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1116,SNTL,-110.3529,40.5502,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1215,SNTL,-109.29164,38.48167,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1056,SNTL,-111.48749,41.35891,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2155,SCAN,-110.30464,40.17957,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1118,SNTL,-111.35947,41.22155,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2156,SCAN,-112.64291,38.36649,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2140,SCAN,-109.33776,37.44671,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:626,SNTL,-112.83849,37.569329999999994,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2129,SCAN,-113.01053,38.34196,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:634,SNTL,-111.49688,41.46547,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2133,SCAN,-111.68555,40.9999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2134,SCAN,-110.40602,40.37263,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2137,SCAN,-111.87044000000002,39.64554,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1146,SNTL,-112.192,39.3485,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2157,SCAN,-112.43437,37.86975000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1148,SNTL,-112.65037,37.70463,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2153,SCAN,-113.28596,41.77318000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2132,SCAN,-110.80604,39.53288,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1225,SNTL,-111.21765,40.67505,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2159,SCAN,-113.35615,37.10516,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1117,SNTL,-110.00527,40.83867999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2154,SCAN,-109.35326,40.391360000000006,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1249,SNTL,-111.33981,38.048,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1248,SNTL,-112.92949,37.59711,FALSE,TRUE,TRUE,FALSE,FALSE
SNTL:1113,SNTL,-111.56918,41.88573,FALSE,FALSE,TRUE,TRUE,TRUE
SCAN:2163,SCAN,-113.45866,39.23724,TRUE,FALSE,FALSE,TRUE,FALSE
SNTL:1227,SNTL,-111.2491,39.4155,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2162,SCAN,-112.19252,37.19061000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:853,SNTL,-112.90155,37.575,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2139,SCAN,-109.12745,38.01394,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1228,SNTL,-111.35685,39.13233,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1197,SNTL,-112.77495,37.74797,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:907,SNTL,-112.27118,37.52217,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1066,SNTL,-113.45988,37.40083,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1221,SNTL,-111.48827,39.32019,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1222,SNTL,-111.45383,39.30229,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1065,SNTL,-113.94235,37.49616999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:329,SNTL,-111.55813,39.13683,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:330,SNTL,-111.09782,40.61233,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:332,SNTL,-111.94405,41.37603,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:333,SNTL,-111.92103,41.38291,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:517,SNTL,-110.88472,40.79669,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:339,SNTL,-112.35672,38.30183000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:521,SNTL,-110.48419,40.95009,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:348,SNTL,-111.59765,38.6799,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:528,SNTL,-110.18623,40.92167,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1278,SNTL,-112.15349,38.94569,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1216,SNTL,-111.30576,39.61774,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:364,SNTL,-112.01856,38.50809,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1156,SNTL,-112.00779,38.49746,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:366,SNTL,-111.58167,40.59936,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:371,SNTL,-111.43722,39.134,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:374,SNTL,-111.41987000000002,41.68541,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:790,SNTL,-110.50462,40.90862,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1135,SNTL,-110.85075,40.98492,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:383,SNTL,-109.48723,37.81333000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1039,SNTL,-111.60992,40.283,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:390,SNTL,-112.74093,37.66098000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:392,SNTL,-111.04765,40.85464,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:393,SNTL,-111.06954,40.88529,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:396,SNTL,-110.0105,40.77458,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:983,SNTL,-111.83355,37.9725,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:399,SNTL,-111.28363,39.86671,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:400,SNTL,-111.25154,39.89275,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:582,SNTL,-111.82607,41.40562,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:583,SNTL,-113.84582,37.48631,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:435,SNTL,-111.25677,40.2953,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:444,SNTL,-111.46875,39.04554,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:452,SNTL,-111.47412,38.2084,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:461,SNTL,-109.53179,39.31213,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1247,SNTL,-113.98262,39.74104,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:691,SNTL,-111.58259,39.01219,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:643,SNTL,-109.8881,40.60797999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1054,SNTL,-111.81702,40.992,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:475,SNTL,-111.67662,38.77246,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1149,SNTL,-111.76693,38.50455,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:481,SNTL,-110.46721,40.71785,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1114,SNTL,-111.4693,41.9215,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:559,SNTL,-109.54401,40.71632,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:561,SNTL,-113.05386,37.52664,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:684,SNTL,-111.62917,40.76184,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:514,SNTL,-112.57602,37.48997,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:579,SNTL,-110.79813,40.864929999999994,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:522,SNTL,-109.96287,40.90663,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:592,SNTL,-113.39661,37.51255,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:533,SNTL,-111.44624,41.313720000000004,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:714,SNTL,-111.27221,39.45197,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:720,SNTL,-110.69292,40.54875,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:612,SNTL,-111.31818,39.68338,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1099,SNTL,-112.16788,38.07125,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1115,SNTL,-111.59713,41.96769,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:621,SNTL,-112.43637,38.30285,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:823,SNTL,-111.62957,41.89833000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:971,SNTL,-111.81372,40.93417,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:513,SNTL,-110.62121,40.73785,FALSE,TRUE,TRUE,FALSE,FALSE
SNTL:742,SNTL,-111.43297,39.31042000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:572,SNTL,-109.27198,38.48225999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:628,SNTL,-111.63683,40.658829999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:631,SNTL,-112.61141,40.49384,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1226,SNTL,-111.51998,39.23803000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1261,SNTL,-110.77241,38.07,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:593,SNTL,-112.51458,37.48756000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:596,SNTL,-111.70965,40.83731,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:766,SNTL,-111.65852,40.56914,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:972,SNTL,-111.76457,40.83032999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1217,SNTL,-111.72508,39.49667000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:694,SNTL,-112.24915,38.88185,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2158,SCAN,-111.26189,37.51468,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:828,SNTL,-110.94873,40.678,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:865,SNTL,-111.88163,37.83633,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:543,SNTL,-110.74604,39.89166,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:844,SNTL,-112.41478,39.93667000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1097,SNTL,-110.43395,39.67712,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:820,SNTL,-111.61633,40.42817,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1280,SNTL,-111.71802,39.92076,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:1224,SNTL,-111.50527,39.13648,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1269,SNTL,-110.7933,37.97793,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:833,SNTL,-109.6728,40.739,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:814,SNTL,-111.53322,40.6235,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:686,SNTL,-111.63109,39.92976,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:723,SNTL,-112.22377,40.44293,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1164,SNTL,-111.04469,40.47733,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:763,SNTL,-111.09192,40.78931000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:795,SNTL,-111.20665,40.16483,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1013,SNTL,-111.54605,41.79299999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:864,SNTL,-110.98845,39.9645,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1098,SNTL,-111.50603,41.86424999999999,TRUE,TRUE,FALSE,FALSE,FALSE
1116,USCRN,-93.28,41.55,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2031,SCAN,-93.73333,42.016670000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2068,SCAN,-95.76667,42.43333,TRUE,TRUE,FALSE,FALSE,FALSE
1028,USCRN,-84.74,38.09000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1031,USCRN,-86.23,37.25,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2079,SCAN,-86.04093,37.1864,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2005,SCAN,-87.83333,37.1,TRUE,TRUE,FALSE,FALSE,FALSE
1034,USCRN,-68.7,44.92,TRUE,TRUE,FALSE,FALSE,FALSE
1035,USCRN,-67.88,46.96,TRUE,TRUE,FALSE,FALSE,FALSE
1113,USCRN,-86.92,46.33,TRUE,TRUE,FALSE,FALSE,FALSE
1426,USCRN,-84.72,44.9,TRUE,TRUE,FALSE,FALSE,FALSE
1142,USCRN,-93.14,39.86000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1407,USCRN,-94.58,37.42,TRUE,TRUE,FALSE,FALSE,FALSE
1406,USCRN,-91.72,37.63000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2048,SCAN,-89.93333,36.78333,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2220,SCAN,-90.78278,39.15306,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2194,SCAN,-92.2594,36.9973,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2060,SCAN,-93.88333,37.06667,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2061,SCAN,-94.03333,38.86667,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2193,SCAN,-94.0364,37.9872,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2047,SCAN,-93.71667,40.25,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2223,SCAN,-92.13475,38.52557000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2195,SCAN,-92.11942,39.2285,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2227,SCAN,-90.80639,38.47889,TRUE,TRUE,FALSE,FALSE,FALSE
1025,USCRN,-103.73,42.419999999999995,TRUE,TRUE,FALSE,FALSE,FALSE
1115,USCRN,-101.44,42.06000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1004,USCRN,-96.56,40.84000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1003,USCRN,-96.85,40.69,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2111,SCAN,-101.72010000000002,40.37042,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2001,SCAN,-96.46667,40.85,TRUE,TRUE,FALSE,FALSE,FALSE
1532,USCRN,-119.63,41.84,TRUE,FALSE,FALSE,TRUE,FALSE
1049,USCRN,-116.02,36.62,TRUE,TRUE,FALSE,FALSE,FALSE
1106,USCRN,-114.2,39.01,TRUE,FALSE,FALSE,TRUE,FALSE
SNTL:1155,SNTL,-114.64863,39.46138,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1111,SNTL,-115.69543,36.31575,TRUE,TRUE,FALSE,FALSE,FALSE
